P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
0.1,0.5444,7,0.1889,0.322859878
0.4,0.5444,7,0.1889,0.322859878
0.7,0.5444,7,0.1889,0.322859878
1,0.5444,7,0.1889,0.322859878
1.5,0.5444,7,0.1889,0.322859878
2,0.5444,7,0.1889,0.322859878
4,0.5444,7,0.1889,0.322859878
6,0.5444,7,0.1889,0.322859878
8,0.5444,7,0.1889,0.322859878
10,0.5444,7,0.1889,0.322859878
0.1,0.5444,7,0.2778,0.221412099
0.4,0.5444,7,0.2778,0.221412099
0.7,0.5444,7,0.2778,0.221412099
1,0.5444,7,0.2778,0.221412099
1.5,0.5444,7,0.2778,0.221412099
2,0.5444,7,0.2778,0.221412099
4,0.5444,7,0.2778,0.221412099
6,0.5444,7,0.2778,0.221412099
8,0.5444,7,0.2778,0.221412099
10,0.5444,7,0.2778,0.221412099
0.1,0.5444,7,0.3667,0.168335894
0.4,0.5444,7,0.3667,0.168335894
0.7,0.5444,7,0.3667,0.168335894
1,0.5444,7,0.3667,0.168335894
1.5,0.5444,7,0.3667,0.168335894
2,0.5444,7,0.3667,0.168335894
4,0.5444,7,0.3667,0.168335894
6,0.5444,7,0.3667,0.168335894
8,0.5444,7,0.3667,0.168335894
10,0.5444,7,0.3667,0.168335894
0.1,0.5444,7,0.4556,0.135756622
0.4,0.5444,7,0.4556,0.135756622
0.7,0.5444,7,0.4556,0.135756622
1,0.5444,7,0.4556,0.135756622
1.5,0.5444,7,0.4556,0.135756622
2,0.5444,7,0.4556,0.135756622
4,0.5444,7,0.4556,0.135756622
6,0.5444,7,0.4556,0.135756622
8,0.5444,7,0.4556,0.135756622
10,0.5444,7,0.4556,0.135756622
0.1,0.5444,7,0.5444,0.113756182
0.4,0.5444,7,0.5444,0.113756182
0.7,0.5444,7,0.5444,0.113756182
1,0.5444,7,0.5444,0.113756182
1.5,0.5444,7,0.5444,0.113756182
2,0.5444,7,0.5444,0.113756182
4,0.5444,7,0.5444,0.113756182
6,0.5444,7,0.5444,0.113756182
8,0.5444,7,0.5444,0.113756182
10,0.5444,7,0.5444,0.113756182
0.1,0.5444,7,0.6333,0.097871521
0.4,0.5444,7,0.6333,0.097871521
0.7,0.5444,7,0.6333,0.097871521
1,0.5444,7,0.6333,0.097871521
1.5,0.5444,7,0.6333,0.097871521
2,0.5444,7,0.6333,0.097871521
4,0.5444,7,0.6333,0.097871521
6,0.5444,7,0.6333,0.097871521
8,0.5444,7,0.6333,0.097871521
10,0.5444,7,0.6333,0.097871521
0.1,0.5444,7,0.7222,0.085878154
0.4,0.5444,7,0.7222,0.085878154
0.7,0.5444,7,0.7222,0.085878154
1,0.5444,7,0.7222,0.085878154
1.5,0.5444,7,0.7222,0.085878154
2,0.5444,7,0.7222,0.085878154
4,0.5444,7,0.7222,0.085878154
6,0.5444,7,0.7222,0.085878154
8,0.5444,7,0.7222,0.085878154
10,0.5444,7,0.7222,0.085878154
0.1,0.5444,7,0.8111,0.076501044
0.4,0.5444,7,0.8111,0.076501044
0.7,0.5444,7,0.8111,0.076501044
1,0.5444,7,0.8111,0.076501044
1.5,0.5444,7,0.8111,0.076501044
2,0.5444,7,0.8111,0.076501044
4,0.5444,7,0.8111,0.076501044
6,0.5444,7,0.8111,0.076501044
8,0.5444,7,0.8111,0.076501044
10,0.5444,7,0.8111,0.076501044
0.1,0.5444,7,0.9,0.068970571
0.4,0.5444,7,0.9,0.068970571
0.7,0.5444,7,0.9,0.068970571
1,0.5444,7,0.9,0.068970571
1.5,0.5444,7,0.9,0.068970571
2,0.5444,7,0.9,0.068970571
4,0.5444,7,0.9,0.068970571
6,0.5444,7,0.9,0.068970571
8,0.5444,7,0.9,0.068970571
10,0.5444,7,0.9,0.068970571
0.1,0.6333,0.07,0.1,0.432911647
0.4,0.6333,0.07,0.1,0.432911647
0.7,0.6333,0.07,0.1,0.432911647
1,0.6333,0.07,0.1,0.432911647
1.5,0.6333,0.07,0.1,0.432911647
2,0.6333,0.07,0.1,0.432911647
4,0.6333,0.07,0.1,0.432911647
6,0.6333,0.07,0.1,0.432911647
8,0.6333,0.07,0.1,0.432911647
10,0.6333,0.07,0.1,0.432911647
0.1,0.6333,0.07,0.1889,0.234806826
0.4,0.6333,0.07,0.1889,0.234806826
0.7,0.6333,0.07,0.1889,0.234806826
1,0.6333,0.07,0.1889,0.234806826
1.5,0.6333,0.07,0.1889,0.234806826
2,0.6333,0.07,0.1889,0.234806826
4,0.6333,0.07,0.1889,0.234806826
6,0.6333,0.07,0.1889,0.234806826
8,0.6333,0.07,0.1889,0.234806826
10,0.6333,0.07,0.1889,0.234806826
0.1,0.6333,0.07,0.2778,0.16055274
0.4,0.6333,0.07,0.2778,0.16055274
0.7,0.6333,0.07,0.2778,0.16055274
1,0.6333,0.07,0.2778,0.16055274
1.5,0.6333,0.07,0.2778,0.16055274
2,0.6333,0.07,0.2778,0.16055274
4,0.6333,0.07,0.2778,0.16055274
6,0.6333,0.07,0.2778,0.16055274
8,0.6333,0.07,0.2778,0.16055274
10,0.6333,0.07,0.2778,0.16055274
0.1,0.6333,0.07,0.3667,0.121936275
0.4,0.6333,0.07,0.3667,0.121936275
0.7,0.6333,0.07,0.3667,0.121936275
1,0.6333,0.07,0.3667,0.121936275
1.5,0.6333,0.07,0.3667,0.121936275
2,0.6333,0.07,0.3667,0.121936275
4,0.6333,0.07,0.3667,0.121936275
6,0.6333,0.07,0.3667,0.121936275
8,0.6333,0.07,0.3667,0.121936275
10,0.6333,0.07,0.3667,0.121936275
0.1,0.6333,0.07,0.4556,0.098296888
0.4,0.6333,0.07,0.4556,0.098296888
0.7,0.6333,0.07,0.4556,0.098296888
1,0.6333,0.07,0.4556,0.098296888
1.5,0.6333,0.07,0.4556,0.098296888
2,0.6333,0.07,0.4556,0.098296888
4,0.6333,0.07,0.4556,0.098296888
6,0.6333,0.07,0.4556,0.098296888
8,0.6333,0.07,0.4556,0.098296888
10,0.6333,0.07,0.4556,0.098296888
0.1,0.6333,0.07,0.5444,0.082333847
0.4,0.6333,0.07,0.5444,0.082333847
0.7,0.6333,0.07,0.5444,0.082333847
1,0.6333,0.07,0.5444,0.082333847
1.5,0.6333,0.07,0.5444,0.082333847
2,0.6333,0.07,0.5444,0.082333847
4,0.6333,0.07,0.5444,0.082333847
6,0.6333,0.07,0.5444,0.082333847
8,0.6333,0.07,0.5444,0.082333847
10,0.6333,0.07,0.5444,0.082333847
0.1,0.6333,0.07,0.6333,0.070831965
0.4,0.6333,0.07,0.6333,0.070831965
0.7,0.6333,0.07,0.6333,0.070831965
1,0.6333,0.07,0.6333,0.070831965
1.5,0.6333,0.07,0.6333,0.070831965
2,0.6333,0.07,0.6333,0.070831965
4,0.6333,0.07,0.6333,0.070831965
6,0.6333,0.07,0.6333,0.070831965
8,0.6333,0.07,0.6333,0.070831965
10,0.6333,0.07,0.6333,0.070831965
0.1,0.6333,0.07,0.7222,0.062135427
0.4,0.6333,0.07,0.7222,0.062135427
0.7,0.6333,0.07,0.7222,0.062135427
1,0.6333,0.07,0.7222,0.062135427
1.5,0.6333,0.07,0.7222,0.062135427
2,0.6333,0.07,0.7222,0.062135427
4,0.6333,0.07,0.7222,0.062135427
6,0.6333,0.07,0.7222,0.062135427
8,0.6333,0.07,0.7222,0.062135427
10,0.6333,0.07,0.7222,0.062135427
0.1,0.6333,0.07,0.8111,0.055349344
0.4,0.6333,0.07,0.8111,0.055349344
0.7,0.6333,0.07,0.8111,0.055349344
1,0.6333,0.07,0.8111,0.055349344
1.5,0.6333,0.07,0.8111,0.055349344
2,0.6333,0.07,0.8111,0.055349344
4,0.6333,0.07,0.8111,0.055349344
6,0.6333,0.07,0.8111,0.055349344
8,0.6333,0.07,0.8111,0.055349344
10,0.6333,0.07,0.8111,0.055349344
0.1,0.6333,0.07,0.9,0.049896886
0.4,0.6333,0.07,0.9,0.049896886
0.7,0.6333,0.07,0.9,0.049896886
1,0.6333,0.07,0.9,0.049896886
1.5,0.6333,0.07,0.9,0.049896886
2,0.6333,0.07,0.9,0.049896886
4,0.6333,0.07,0.9,0.049896886
6,0.6333,0.07,0.9,0.049896886
8,0.6333,0.07,0.9,0.049896886
10,0.6333,0.07,0.9,0.049896886
0.1,0.6333,0.1,0.1,0.468630687
0.4,0.6333,0.1,0.1,0.468630687
0.7,0.6333,0.1,0.1,0.468630687
1,0.6333,0.1,0.1,0.468630687
1.5,0.6333,0.1,0.1,0.468630687
2,0.6333,0.1,0.1,0.468630687
4,0.6333,0.1,0.1,0.468630687
6,0.6333,0.1,0.1,0.468630687
8,0.6333,0.1,0.1,0.468630687
10,0.6333,0.1,0.1,0.468630687
0.1,0.6333,0.1,0.1889,0.25341655
0.4,0.6333,0.1,0.1889,0.25341655
0.7,0.6333,0.1,0.1889,0.25341655
1,0.6333,0.1,0.1889,0.25341655
1.5,0.6333,0.1,0.1889,0.25341655
2,0.6333,0.1,0.1889,0.25341655
4,0.6333,0.1,0.1889,0.25341655
6,0.6333,0.1,0.1889,0.25341655
8,0.6333,0.1,0.1889,0.25341655
10,0.6333,0.1,0.1889,0.25341655
0.1,0.6333,0.1,0.2778,0.173115282
0.4,0.6333,0.1,0.2778,0.173115282
0.7,0.6333,0.1,0.2778,0.173115282
1,0.6333,0.1,0.2778,0.173115282
1.5,0.6333,0.1,0.2778,0.173115282
2,0.6333,0.1,0.2778,0.173115282
4,0.6333,0.1,0.2778,0.173115282
6,0.6333,0.1,0.2778,0.173115282
8,0.6333,0.1,0.2778,0.173115282
10,0.6333,0.1,0.2778,0.173115282
0.1,0.6333,0.1,0.3667,0.131416203
0.4,0.6333,0.1,0.3667,0.131416203
0.7,0.6333,0.1,0.3667,0.131416203
1,0.6333,0.1,0.3667,0.131416203
1.5,0.6333,0.1,0.3667,0.131416203
2,0.6333,0.1,0.3667,0.131416203
4,0.6333,0.1,0.3667,0.131416203
6,0.6333,0.1,0.3667,0.131416203
8,0.6333,0.1,0.3667,0.131416203
10,0.6333,0.1,0.3667,0.131416203
0.1,0.6333,0.1,0.4556,0.105896621
0.4,0.6333,0.1,0.4556,0.105896621
0.7,0.6333,0.1,0.4556,0.105896621
1,0.6333,0.1,0.4556,0.105896621
1.5,0.6333,0.1,0.4556,0.105896621
2,0.6333,0.1,0.4556,0.105896621
4,0.6333,0.1,0.4556,0.105896621
6,0.6333,0.1,0.4556,0.105896621
8,0.6333,0.1,0.4556,0.105896621
10,0.6333,0.1,0.4556,0.105896621
0.1,0.6333,0.1,0.5444,0.08869647
0.4,0.6333,0.1,0.5444,0.08869647
0.7,0.6333,0.1,0.5444,0.08869647
1,0.6333,0.1,0.5444,0.08869647
1.5,0.6333,0.1,0.5444,0.08869647
2,0.6333,0.1,0.5444,0.08869647
4,0.6333,0.1,0.5444,0.08869647
6,0.6333,0.1,0.5444,0.08869647
8,0.6333,0.1,0.5444,0.08869647
10,0.6333,0.1,0.5444,0.08869647
0.1,0.6333,0.1,0.6333,0.076279532
0.4,0.6333,0.1,0.6333,0.076279532
0.7,0.6333,0.1,0.6333,0.076279532
1,0.6333,0.1,0.6333,0.076279532
1.5,0.6333,0.1,0.6333,0.076279532
2,0.6333,0.1,0.6333,0.076279532
4,0.6333,0.1,0.6333,0.076279532
6,0.6333,0.1,0.6333,0.076279532
8,0.6333,0.1,0.6333,0.076279532
10,0.6333,0.1,0.6333,0.076279532
0.1,0.6333,0.1,0.7222,0.066914989
0.4,0.6333,0.1,0.7222,0.066914989
0.7,0.6333,0.1,0.7222,0.066914989
1,0.6333,0.1,0.7222,0.066914989
1.5,0.6333,0.1,0.7222,0.066914989
2,0.6333,0.1,0.7222,0.066914989
4,0.6333,0.1,0.7222,0.066914989
6,0.6333,0.1,0.7222,0.066914989
8,0.6333,0.1,0.7222,0.066914989
10,0.6333,0.1,0.7222,0.066914989
0.1,0.6333,0.1,0.8111,0.059606106
0.4,0.6333,0.1,0.8111,0.059606106
0.7,0.6333,0.1,0.8111,0.059606106
1,0.6333,0.1,0.8111,0.059606106
1.5,0.6333,0.1,0.8111,0.059606106
2,0.6333,0.1,0.8111,0.059606106
4,0.6333,0.1,0.8111,0.059606106
6,0.6333,0.1,0.8111,0.059606106
8,0.6333,0.1,0.8111,0.059606106
10,0.6333,0.1,0.8111,0.059606106
0.1,0.6333,0.1,0.9,0.053732851
0.4,0.6333,0.1,0.9,0.053732851
0.7,0.6333,0.1,0.9,0.053732851
1,0.6333,0.1,0.9,0.053732851
1.5,0.6333,0.1,0.9,0.053732851
2,0.6333,0.1,0.9,0.053732851
4,0.6333,0.1,0.9,0.053732851
6,0.6333,0.1,0.9,0.053732851
8,0.6333,0.1,0.9,0.053732851
10,0.6333,0.1,0.9,0.053732851
0.1,0.6333,0.25,0.1,0.512389346
0.4,0.6333,0.25,0.1,0.512389346
0.7,0.6333,0.25,0.1,0.512389346
1,0.6333,0.25,0.1,0.512389346
1.5,0.6333,0.25,0.1,0.512389346
2,0.6333,0.25,0.1,0.512389346
4,0.6333,0.25,0.1,0.512389346
6,0.6333,0.25,0.1,0.512389346
8,0.6333,0.25,0.1,0.512389346
10,0.6333,0.25,0.1,0.512389346
0.1,0.6333,0.25,0.1889,0.275854499
0.4,0.6333,0.25,0.1889,0.275854499
0.7,0.6333,0.25,0.1889,0.275854499
1,0.6333,0.25,0.1889,0.275854499
1.5,0.6333,0.25,0.1889,0.275854499
2,0.6333,0.25,0.1889,0.275854499
4,0.6333,0.25,0.1889,0.275854499
6,0.6333,0.25,0.1889,0.275854499
8,0.6333,0.25,0.1889,0.275854499
10,0.6333,0.25,0.1889,0.275854499
0.1,0.6333,0.25,0.2778,0.188232534
0.4,0.6333,0.25,0.2778,0.188232534
0.7,0.6333,0.25,0.2778,0.188232534
1,0.6333,0.25,0.2778,0.188232534
1.5,0.6333,0.25,0.2778,0.188232534
2,0.6333,0.25,0.2778,0.188232534
4,0.6333,0.25,0.2778,0.188232534
6,0.6333,0.25,0.2778,0.188232534
8,0.6333,0.25,0.2778,0.188232534
10,0.6333,0.25,0.2778,0.188232534
0.1,0.6333,0.25,0.3667,0.142814026
0.4,0.6333,0.25,0.3667,0.142814026
0.7,0.6333,0.25,0.3667,0.142814026
1,0.6333,0.25,0.3667,0.142814026
1.5,0.6333,0.25,0.3667,0.142814026
2,0.6333,0.25,0.3667,0.142814026
4,0.6333,0.25,0.3667,0.142814026
6,0.6333,0.25,0.3667,0.142814026
8,0.6333,0.25,0.3667,0.142814026
10,0.6333,0.25,0.3667,0.142814026
0.1,0.6333,0.25,0.4556,0.115048982
0.4,0.6333,0.25,0.4556,0.115048982
0.7,0.6333,0.25,0.4556,0.115048982
1,0.6333,0.25,0.4556,0.115048982
1.5,0.6333,0.25,0.4556,0.115048982
2,0.6333,0.25,0.4556,0.115048982
4,0.6333,0.25,0.4556,0.115048982
6,0.6333,0.25,0.4556,0.115048982
8,0.6333,0.25,0.4556,0.115048982
10,0.6333,0.25,0.4556,0.115048982
0.1,0.6333,0.25,0.5444,0.096333798
0.4,0.6333,0.25,0.5444,0.096333798
0.7,0.6333,0.25,0.5444,0.096333798
1,0.6333,0.25,0.5444,0.096333798
1.5,0.6333,0.25,0.5444,0.096333798
2,0.6333,0.25,0.5444,0.096333798
4,0.6333,0.25,0.5444,0.096333798
6,0.6333,0.25,0.5444,0.096333798
8,0.6333,0.25,0.5444,0.096333798
10,0.6333,0.25,0.5444,0.096333798
0.1,0.6333,0.25,0.6333,0.08284609
0.4,0.6333,0.25,0.6333,0.08284609
0.7,0.6333,0.25,0.6333,0.08284609
1,0.6333,0.25,0.6333,0.08284609
1.5,0.6333,0.25,0.6333,0.08284609
2,0.6333,0.25,0.6333,0.08284609
4,0.6333,0.25,0.6333,0.08284609
6,0.6333,0.25,0.6333,0.08284609
8,0.6333,0.25,0.6333,0.08284609
10,0.6333,0.25,0.6333,0.08284609
0.1,0.6333,0.25,0.7222,0.072667537
0.4,0.6333,0.25,0.7222,0.072667537
0.7,0.6333,0.25,0.7222,0.072667537
1,0.6333,0.25,0.7222,0.072667537
1.5,0.6333,0.25,0.7222,0.072667537
2,0.6333,0.25,0.7222,0.072667537
4,0.6333,0.25,0.7222,0.072667537
6,0.6333,0.25,0.7222,0.072667537
8,0.6333,0.25,0.7222,0.072667537
10,0.6333,0.25,0.7222,0.072667537
0.1,0.6333,0.25,0.8111,0.064712758
0.4,0.6333,0.25,0.8111,0.064712758
0.7,0.6333,0.25,0.8111,0.064712758
1,0.6333,0.25,0.8111,0.064712758
1.5,0.6333,0.25,0.8111,0.064712758
2,0.6333,0.25,0.8111,0.064712758
4,0.6333,0.25,0.8111,0.064712758
6,0.6333,0.25,0.8111,0.064712758
8,0.6333,0.25,0.8111,0.064712758
10,0.6333,0.25,0.8111,0.064712758
0.1,0.6333,0.25,0.9,0.058333898
0.4,0.6333,0.25,0.9,0.058333898
0.7,0.6333,0.25,0.9,0.058333898
1,0.6333,0.25,0.9,0.058333898
1.5,0.6333,0.25,0.9,0.058333898
2,0.6333,0.25,0.9,0.058333898
4,0.6333,0.25,0.9,0.058333898
6,0.6333,0.25,0.9,0.058333898
8,0.6333,0.25,0.9,0.058333898
10,0.6333,0.25,0.9,0.058333898
0.1,0.6333,0.4,0.1,0.523732827
0.4,0.6333,0.4,0.1,0.523732827
0.7,0.6333,0.4,0.1,0.523732827
1,0.6333,0.4,0.1,0.523732827
1.5,0.6333,0.4,0.1,0.523732827
2,0.6333,0.4,0.1,0.523732827
4,0.6333,0.4,0.1,0.523732827
6,0.6333,0.4,0.1,0.523732827
8,0.6333,0.4,0.1,0.523732827
10,0.6333,0.4,0.1,0.523732827
0.1,0.6333,0.4,0.1889,0.282106511
0.4,0.6333,0.4,0.1889,0.282106511
0.7,0.6333,0.4,0.1889,0.282106511
1,0.6333,0.4,0.1889,0.282106511
1.5,0.6333,0.4,0.1889,0.282106511
2,0.6333,0.4,0.1889,0.282106511
4,0.6333,0.4,0.1889,0.282106511
6,0.6333,0.4,0.1889,0.282106511
8,0.6333,0.4,0.1889,0.282106511
10,0.6333,0.4,0.1889,0.282106511
0.1,0.6333,0.4,0.2778,0.192518727
0.4,0.6333,0.4,0.2778,0.192518727
0.7,0.6333,0.4,0.2778,0.192518727
1,0.6333,0.4,0.2778,0.192518727
1.5,0.6333,0.4,0.2778,0.192518727
2,0.6333,0.4,0.2778,0.192518727
4,0.6333,0.4,0.2778,0.192518727
6,0.6333,0.4,0.2778,0.192518727
8,0.6333,0.4,0.2778,0.192518727
10,0.6333,0.4,0.2778,0.192518727
0.1,0.6333,0.4,0.3667,0.146071959
0.4,0.6333,0.4,0.3667,0.146071959
0.7,0.6333,0.4,0.3667,0.146071959
1,0.6333,0.4,0.3667,0.146071959
1.5,0.6333,0.4,0.3667,0.146071959
2,0.6333,0.4,0.3667,0.146071959
4,0.6333,0.4,0.3667,0.146071959
6,0.6333,0.4,0.3667,0.146071959
8,0.6333,0.4,0.3667,0.146071959
10,0.6333,0.4,0.3667,0.146071959
0.1,0.6333,0.4,0.4556,0.117669823
0.4,0.6333,0.4,0.4556,0.117669823
0.7,0.6333,0.4,0.4556,0.117669823
1,0.6333,0.4,0.4556,0.117669823
1.5,0.6333,0.4,0.4556,0.117669823
2,0.6333,0.4,0.4556,0.117669823
4,0.6333,0.4,0.4556,0.117669823
6,0.6333,0.4,0.4556,0.117669823
8,0.6333,0.4,0.4556,0.117669823
10,0.6333,0.4,0.4556,0.117669823
0.1,0.6333,0.4,0.5444,0.098533383
0.4,0.6333,0.4,0.5444,0.098533383
0.7,0.6333,0.4,0.5444,0.098533383
1,0.6333,0.4,0.5444,0.098533383
1.5,0.6333,0.4,0.5444,0.098533383
2,0.6333,0.4,0.5444,0.098533383
4,0.6333,0.4,0.5444,0.098533383
6,0.6333,0.4,0.5444,0.098533383
8,0.6333,0.4,0.5444,0.098533383
10,0.6333,0.4,0.5444,0.098533383
0.1,0.6333,0.4,0.6333,0.084728363
0.4,0.6333,0.4,0.6333,0.084728363
0.7,0.6333,0.4,0.6333,0.084728363
1,0.6333,0.4,0.6333,0.084728363
1.5,0.6333,0.4,0.6333,0.084728363
2,0.6333,0.4,0.6333,0.084728363
4,0.6333,0.4,0.6333,0.084728363
6,0.6333,0.4,0.6333,0.084728363
8,0.6333,0.4,0.6333,0.084728363
10,0.6333,0.4,0.6333,0.084728363
0.1,0.6333,0.4,0.7222,0.074320574
0.4,0.6333,0.4,0.7222,0.074320574
0.7,0.6333,0.4,0.7222,0.074320574
1,0.6333,0.4,0.7222,0.074320574
1.5,0.6333,0.4,0.7222,0.074320574
2,0.6333,0.4,0.7222,0.074320574
4,0.6333,0.4,0.7222,0.074320574
6,0.6333,0.4,0.7222,0.074320574
8,0.6333,0.4,0.7222,0.074320574
10,0.6333,0.4,0.7222,0.074320574
0.1,0.6333,0.4,0.8111,0.066187881
0.4,0.6333,0.4,0.8111,0.066187881
0.7,0.6333,0.4,0.8111,0.066187881
1,0.6333,0.4,0.8111,0.066187881
1.5,0.6333,0.4,0.8111,0.066187881
2,0.6333,0.4,0.8111,0.066187881
4,0.6333,0.4,0.8111,0.066187881
6,0.6333,0.4,0.8111,0.066187881
8,0.6333,0.4,0.8111,0.066187881
10,0.6333,0.4,0.8111,0.066187881
0.1,0.6333,0.4,0.9,0.059663989
0.4,0.6333,0.4,0.9,0.059663989
0.7,0.6333,0.4,0.9,0.059663989
1,0.6333,0.4,0.9,0.059663989
1.5,0.6333,0.4,0.9,0.059663989
2,0.6333,0.4,0.9,0.059663989
4,0.6333,0.4,0.9,0.059663989
6,0.6333,0.4,0.9,0.059663989
8,0.6333,0.4,0.9,0.059663989
10,0.6333,0.4,0.9,0.059663989
0.1,0.6333,0.55,0.1,0.530019487
0.4,0.6333,0.55,0.1,0.530019487
0.7,0.6333,0.55,0.1,0.530019487
1,0.6333,0.55,0.1,0.530019487
1.5,0.6333,0.55,0.1,0.530019487
2,0.6333,0.55,0.1,0.530019487
4,0.6333,0.55,0.1,0.530019487
6,0.6333,0.55,0.1,0.530019487
8,0.6333,0.55,0.1,0.530019487
10,0.6333,0.55,0.1,0.530019487
0.1,0.6333,0.55,0.1889,0.285779532
0.4,0.6333,0.55,0.1889,0.285779532
0.7,0.6333,0.55,0.1889,0.285779532
1,0.6333,0.55,0.1889,0.285779532
1.5,0.6333,0.55,0.1889,0.285779532
2,0.6333,0.55,0.1889,0.285779532
4,0.6333,0.55,0.1889,0.285779532
6,0.6333,0.55,0.1889,0.285779532
8,0.6333,0.55,0.1889,0.285779532
10,0.6333,0.55,0.1889,0.285779532
0.1,0.6333,0.55,0.2778,0.195062658
0.4,0.6333,0.55,0.2778,0.195062658
0.7,0.6333,0.55,0.2778,0.195062658
1,0.6333,0.55,0.2778,0.195062658
1.5,0.6333,0.55,0.2778,0.195062658
2,0.6333,0.55,0.2778,0.195062658
4,0.6333,0.55,0.2778,0.195062658
6,0.6333,0.55,0.2778,0.195062658
8,0.6333,0.55,0.2778,0.195062658
10,0.6333,0.55,0.2778,0.195062658
0.1,0.6333,0.55,0.3667,0.148010798
0.4,0.6333,0.55,0.3667,0.148010798
0.7,0.6333,0.55,0.3667,0.148010798
1,0.6333,0.55,0.3667,0.148010798
1.5,0.6333,0.55,0.3667,0.148010798
2,0.6333,0.55,0.3667,0.148010798
4,0.6333,0.55,0.3667,0.148010798
6,0.6333,0.55,0.3667,0.148010798
8,0.6333,0.55,0.3667,0.148010798
10,0.6333,0.55,0.3667,0.148010798
0.1,0.6333,0.55,0.4556,0.119238494
0.4,0.6333,0.55,0.4556,0.119238494
0.7,0.6333,0.55,0.4556,0.119238494
1,0.6333,0.55,0.4556,0.119238494
1.5,0.6333,0.55,0.4556,0.119238494
2,0.6333,0.55,0.4556,0.119238494
4,0.6333,0.55,0.4556,0.119238494
6,0.6333,0.55,0.4556,0.119238494
8,0.6333,0.55,0.4556,0.119238494
10,0.6333,0.55,0.4556,0.119238494
0.1,0.6333,0.55,0.5444,0.099847437
0.4,0.6333,0.55,0.5444,0.099847437
0.7,0.6333,0.55,0.5444,0.099847437
1,0.6333,0.55,0.5444,0.099847437
1.5,0.6333,0.55,0.5444,0.099847437
2,0.6333,0.55,0.5444,0.099847437
4,0.6333,0.55,0.5444,0.099847437
6,0.6333,0.55,0.5444,0.099847437
8,0.6333,0.55,0.5444,0.099847437
10,0.6333,0.55,0.5444,0.099847437
0.1,0.6333,0.55,0.6333,0.085863215
0.4,0.6333,0.55,0.6333,0.085863215
0.7,0.6333,0.55,0.6333,0.085863215
1,0.6333,0.55,0.6333,0.085863215
1.5,0.6333,0.55,0.6333,0.085863215
2,0.6333,0.55,0.6333,0.085863215
4,0.6333,0.55,0.6333,0.085863215
6,0.6333,0.55,0.6333,0.085863215
8,0.6333,0.55,0.6333,0.085863215
10,0.6333,0.55,0.6333,0.085863215
0.1,0.6333,0.55,0.7222,0.075318077
0.4,0.6333,0.55,0.7222,0.075318077
0.7,0.6333,0.55,0.7222,0.075318077
1,0.6333,0.55,0.7222,0.075318077
1.5,0.6333,0.55,0.7222,0.075318077
2,0.6333,0.55,0.7222,0.075318077
4,0.6333,0.55,0.7222,0.075318077
6,0.6333,0.55,0.7222,0.075318077
8,0.6333,0.55,0.7222,0.075318077
10,0.6333,0.55,0.7222,0.075318077
0.1,0.6333,0.55,0.8111,0.067075726
0.4,0.6333,0.55,0.8111,0.067075726
0.7,0.6333,0.55,0.8111,0.067075726
1,0.6333,0.55,0.8111,0.067075726
1.5,0.6333,0.55,0.8111,0.067075726
2,0.6333,0.55,0.8111,0.067075726
4,0.6333,0.55,0.8111,0.067075726
6,0.6333,0.55,0.8111,0.067075726
8,0.6333,0.55,0.8111,0.067075726
10,0.6333,0.55,0.8111,0.067075726
0.1,0.6333,0.55,0.9,0.060466562
0.4,0.6333,0.55,0.9,0.060466562
0.7,0.6333,0.55,0.9,0.060466562
1,0.6333,0.55,0.9,0.060466562
1.5,0.6333,0.55,0.9,0.060466562
2,0.6333,0.55,0.9,0.060466562
4,0.6333,0.55,0.9,0.060466562
6,0.6333,0.55,0.9,0.060466562
8,0.6333,0.55,0.9,0.060466562
10,0.6333,0.55,0.9,0.060466562
0.1,0.6333,0.7,0.1,0.534430839
0.4,0.6333,0.7,0.1,0.534430839
0.7,0.6333,0.7,0.1,0.534430839
1,0.6333,0.7,0.1,0.534430839
1.5,0.6333,0.7,0.1,0.534430839
2,0.6333,0.7,0.1,0.534430839
4,0.6333,0.7,0.1,0.534430839
6,0.6333,0.7,0.1,0.534430839
8,0.6333,0.7,0.1,0.534430839
10,0.6333,0.7,0.1,0.534430839
0.1,0.6333,0.7,0.1889,0.288457021
0.4,0.6333,0.7,0.1889,0.288457021
0.7,0.6333,0.7,0.1889,0.288457021
1,0.6333,0.7,0.1889,0.288457021
1.5,0.6333,0.7,0.1889,0.288457021
2,0.6333,0.7,0.1889,0.288457021
4,0.6333,0.7,0.1889,0.288457021
6,0.6333,0.7,0.1889,0.288457021
8,0.6333,0.7,0.1889,0.288457021
10,0.6333,0.7,0.1889,0.288457021
0.1,0.6333,0.7,0.2778,0.196926853
0.4,0.6333,0.7,0.2778,0.196926853
0.7,0.6333,0.7,0.2778,0.196926853
1,0.6333,0.7,0.2778,0.196926853
1.5,0.6333,0.7,0.2778,0.196926853
2,0.6333,0.7,0.2778,0.196926853
4,0.6333,0.7,0.2778,0.196926853
6,0.6333,0.7,0.2778,0.196926853
8,0.6333,0.7,0.2778,0.196926853
10,0.6333,0.7,0.2778,0.196926853
0.1,0.6333,0.7,0.3667,0.149441515
0.4,0.6333,0.7,0.3667,0.149441515
0.7,0.6333,0.7,0.3667,0.149441515
1,0.6333,0.7,0.3667,0.149441515
1.5,0.6333,0.7,0.3667,0.149441515
